,JID,Abstract,New_item,New_clause,cat
3106,"KLDV,107,婚,120,20190816,1",原告主張：雙方於民國106年辦理結婚登記，惟被告于隔日即以在韓工作繁忙為由，搭機離台，從此未再入境臺灣。雙方婚姻生活僅有106年12月25日當天共同生活，此後即因被告離台而無共同生活之事實，且雙方亦無互相聯繫。雙方婚姻僅有婚姻之名而無婚姻之實，雙方誠摯互信之感情基礎，並不存在，依一般人之生活經驗，顯難期修復，因此原告不得已依民法第1052條第2項所定難以維持婚姻之重大事由，因此原告請求法院判決離婚。,2,0,9
3107,"KLDV,107,婚,115,20190129,1",原告主張：雙方於民國70年結婚，婚後同住位於基隆市住處，被告于90年間離開位於前址住處後，迄今未返家，音訊全無，未與原告聯絡，原告有問過被告之家人，被告之家人都說不知道，足認雙方婚姻生活實已名存實亡，顯難以期待繼續維持並經營婚姻生活，迄今未返家，音訊全無，未與原告聯絡，原告有問過被告之家人都說不知道，足認雙方婚姻生活實已名存實亡，顯難以期待繼續維持並經營婚姻生活，迄今未返家，音訊全無，未與原告聯絡，原告有問過被告之家人都說不知道，足認雙方婚姻生活實已名存實亡，顯難以期待繼續維持並經營婚姻生活實已名存實亡，顯難以期待繼續維持並經營婚姻生活，迄今未返家，音訊全無，未與原告聯絡，原告有問過被告之家人都說不知道，足認雙方婚姻生活實已名存實亡，顯難以期待繼續維持並經營婚姻生活實已名存實亡，顯難以期待繼續維持並經營婚姻生活實已名存實亡，顯難以期待繼續維持並經營婚姻生活，迄今未返家，因此請求法院判決離婚。,2,0,9
3108,"KLDV,107,婚,113,20190709,1",原告主張：雙方於民國92年在中國大陸登記結婚，並于92年向戶政機關為結婚登記，現婚姻關係存續中。被告尚未取得我國身份證，惟其於93年返回大陸後，迄今仍未曾返回臺灣，原告無被告之音訊，亦不知其下落，被告完全不顧夫妻之情，顯已惡意遺棄原告；且雙方呈現分居狀態，並無任何互動，因此請求法院判決離婚。,1,5,3
3109,"KLDV,107,婚,111,20190425,1",原告主張：雙方於民國94年在大陸地區結婚，然被告于103年離境，以省親為由滯留至105年入境證到期，原告為辦理延期以電話請被告將入境證寄回，原告辦妥後再寄給被告，嗣後被告即不再接聽電話，至今原告仍無法與其取得連系，為此請求法院判決離婚。,2,0,9
3110,"KLDV,107,婚,106,20190830,2",原告主張：雙方於民國106年結婚，並于同年6月30日登記，婚後同住基隆市，雙方婚後並無子女，然被告自107年起無故離家，迄今未歸，被告顯系惡意遺棄原告，因此請求法院判決離婚。,1,5,3
3111,"KLDV,107,婚,104,20190815,1",原告主張雙方于民國90年結婚，惟被告來台後根本未與原告同居即不知所蹤，雙方分居迄今逾17年，經原告多次找尋亦無果，足顯雙方夫妻互信互愛基礎已不復存在，雙方婚姻已生破綻，難期回復共同之婚姻生活，因此請求法院判決離婚。,2,0,9
3112,"ILDV,110,婚,56,20211229,1",原告主張：雙方於民國69年結婚，婚後同住宜蘭縣羅東鎮。被告外遇，雙方已30年沒有履行同居義務，原告不堪受精神上折磨，希望可以自如此煎熬受怕的日子中解脫，過自己的生活。為此原告請求法院判決離婚。,2,0,9
3113,"ILDV,110,婚,42,20211216,1",原告主張：雙方於民國70年結婚，育有一女（女兒排行老大）二男，雙方婚後原本婚姻關係還能維持正常狀態。但是到了81年雙方女兒11、12歲左右，被告就開始到處花惹草。自此以後，被告即常常到深夜2、3點鐘才回家，外遇的物件也一個換一個，而且記憶所及就有5個之多：第一個外遇對像是江麗玲的女子，許多友人與廠商業務告訴原告，被告帶著服務于南山保險的業務員江麗玲一起出國，但被告與江女則不願開門，避不見面，因此請求法院判決離婚。另外還有一個外遇物件是黃女2人曾短暫的在礁溪租套房同居。另外一個外遇物件是黃女住在宜蘭市的社區附近，在喜洋洋洗車場旁ok便利商店聊天，被告公司的員工也常常發現被告把車停在了。另外一個外遇物件是黃女住在宜蘭市的社區附近，在喜洋洋洗車場旁ok便利商店聊天，被告公司的員工也經常發現被告把車停被告婚後即接連外遇不斷，經常半夜2、3點才回家，且，雖經原告不停追蹤被告外遇的對象，希望被告能回心轉意，但費盡心思，因此請求法院判決離婚。,1,5,3
3114,"ILDV,110,婚,39,20211228,1",原告主張：被告甲與越南國民之被告乙（huy）於民國89年結婚，並于同年月29日完成登記。被告曾來台與原告同住于宜蘭縣，惟被告于90年間無故離家，棄家庭、公婆不顧，迄今未返家履行同居義務，不知去向，顯見被告已惡意遺棄原告于繼續狀態中，因此請求法院判決離婚。,1,5,3
3115,"ILDV,110,婚,37,20211230,1",原告主張：被告于民國100年結婚，於105年辦理結婚登記，婚後並同住宜蘭縣。惟雙方個性不合，沒有互相照顧，被告通不在家，也不再與原告相處，目前亦已同意與原告離婚。因此原告請求法院判決離婚。,2,0,9
3116,"ILDV,110,婚,34,20210826,1",原告主張：雙方為夫妻關係，于59年間結婚，婚後同住于宜蘭縣，育有子女5人（原告準備狀誤載為4人），均已成年，原告原從事商船水手工作，80年間轉業到梨山種植水果，89年間921地震後失業返回住處，不久後遭驅逐，自此與配偶即被告陳美鳳無來往，因認雙方長久以來並無來往已逾20年，亦無任何感情存在，無由繼續婚姻生活，因此請求法院判決離婚。,1,5,3
3117,"ILDV,110,婚,33,20210825,1",原告主張：雙方於民國65年結婚，婚後夫妻感情初尚融洽，並育有3名子女。被告雖有正常工作，但在職場上有不如意之處，回家後便把公婆、妻兒子女全家弄得雞犬不寧，整夜無法入眠。被告時常將原告毆打成傷，也會拿不明物體敲打原告身體各處，原告無法忍受而於9年前離家搬去與女兒同住，與被告已長期分居，早已形同陌路，因此請求法院判決離婚。,2,0,9
3118,"ILDV,110,婚,32,20211223,2",原告主張：雙方於民國93年結婚，同年3月16日辦理結婚登記，婚後以原告之住所為共同住所。被告于94年間離家即出境返回馬來西亞，此後期間無履行夫妻同居義務、照顧家庭，也未來電關心家中近況，顯有惡意遺棄原告之情。因此請求法院判決離婚。,1,5,3
3119,"ILDV,110,婚,24,20211006,1",原告主張雙方婚後同住在宜蘭縣，被告因婚後賭博惡習，複有外遇不軌情形，並自110年起與外遇對象私奔且手機關機後失聯迄今，致雙方感情破裂等節，業據原告陳明綦詳，並提出本票及打火機正反面照片為證。而觀諸上開本票及照片可知，原告代被告至少清償50萬元債務，且被告與非原告之女性依偎仰臥在床，打火機上並鐫刻有「鼻少抽煙在一起的每天都快樂」等親密字句，顯已逾越男女交往分際。因此請求法院判決離婚。,2,0,9
3120,"ILDV,110,婚,21,20210727,1",原告主張：被告為大陸地區人民，雙方原於民國104年在大陸地區結婚，婚後同住在宜蘭縣，被告原在原告開設之撞球館工作，婚後半年，即離家至桃園市中區投靠親友，雙方婚後聚少離多，遂於106年8月1日協議離婚，嗣被告再回頭哀求原告，原告誤認被告願重返家庭，遂於106年8月10日，雙方再辦理結婚登記，婚後被告仍在桃園市中區定居工作，未曾返家，雙方經常因此事意見不合而爭吵，被告自107年3月爭吵後即斷絕與原告之一切聯繫，數年來音訊全無，嗣原告始知被告早于108年即已離境，未再入境臺灣，原告經輾轉取得被告之微信而於109年與被告聯絡，始知被告現人已在美國，無意再返回臺灣，不願與原告維繫婚姻關係，足認被告有惡意遺棄原告于繼續狀態之事實；且被告目前人在美國，已不願再返回臺灣，不願與原告維繫婚姻關係，足認被告有惡意遺棄原告于繼續狀態之事實；且被告目前人在美國，已不願再返回臺灣，雙方處於長期分居狀態，亦屬難以維持婚姻之重大事由。因此請求法院判決離婚。,1,5,3
3121,"ILDV,109,婚,96,20211006,1","原告主張：被告為越南國人，雙方於民國106年結婚，並于同年7月17日申請結婚登記，嗣被告入境來台，與原告同住宜蘭縣住處。被告于107年返回越南探親，原訂于同年月24日返台，然迄今未再返台，原告曾致電詢問被告，被告稱不要回來臺灣。另原告曾與被告胞姊聯繫，並匯款新臺幣（下同）15,000元予被告，至107年8月底，被告在越南的通訊軟體留訊息給原告稱伊不回來了等語。是被告迄今未返台，並向原告稱不回來臺灣，顯系惡意遺棄原告繼續狀態中，因此請求法院判決離婚。",1,5,3
3122,"ILDV,109,婚,82,20210112,1",原告主張：被告于民國77年結婚，婚姻關係存續迄今有32年餘，生有一子，現已成年。原告婚後即在雙北及桃園地區從事建築範本工作，經濟尚屬小康，然被告為宜蘭縣人，無法適應北部生活，多方逼促原告搬回宜蘭，為顧及家庭和諧，乃於86年舉家搬到宜蘭羅東，因原告僅有小學學歷，加以在宜蘭地區不易找到合適工作，迫於無奈，僅於89年間獨自再返回臺北工作，四處在建築工地以鐵工及灌板模維生，兼在工地內販賣便當、飲料、香煙增加收入。因此請求法院判決離婚。雙方自90年分居至今已近30年，形同陌路；且原告此次脊椎退化病變，日後恐將長期不良於行，更遑論心靈之契合，客觀上已難期待繼續經營和諧幸福之婚姻生活，因此請求法院判決離婚。,2,0,9
3123,"ILDV,109,婚,8,20200721,1",原告主張：被告于民國104年結婚，婚後被告于105年入境臺灣，因原告系低收入戶，被告第一次來台就嫌原告窮，亦嫌當時原告位於宜蘭縣員山鄉的住處太髒亂破舊，給原告很大壓力，嗣被告即吵著要回大陸，原告只好跟朋友借錢幫被告買機票讓被告回大陸，因此被告第一次來台停留不到兩個禮拜，嗣原告在友人協助下搬到宜蘭縣租屋處居住；被告于106年間第二次來台已相隔近一年，此次被告與原告同住于上開租屋處，但期間為金錢問題時有爭吵，被告亦僅停留約兩星期即再出境返回大陸。嗣被告于108年始再度來台。原告同住于上開租屋處，惟同居期間被告拒絕跟原告有親密的性生活，另原告曾要求被告不要回去大陸地區，跟原告在臺灣生活，但被告問原告能不能養得起被告，嗣被告于108年即又出境返回大陸，且自此未再返回原告位於宜蘭縣與原告履行同居義務迄今，又被告108年出境時雖沒有表示不再來台，但後來有傳簡訊給原告表示說「咱們離婚吧」。由於被告已離家多時，且被告亦無任何未能與原告共同生活之情事，乃被告卻無意再與原告共同生活，堪認被告不僅有違背同居義務之客觀事實，亦有拒絕同居之主觀情事，因此請求法院判決離婚。,1,5,3
3124,"ILDV,109,婚,78,20201119,1",原告主張：雙方於97年結婚，婚後同住于宜蘭縣，自108年起被告即已無與原告維持婚姻之意願，竟協同證人陳俊良至原告住處，要求原告配合伊簽離婚協議書，然因原告當時未取得身分證而無法配合辦理，被告自同年9月間起，即自行離開原告，並拒不接聽原告電話，迄今仍不知去向，並不給付原告家庭生活費用，致雙方婚姻已無法達成實質夫妻生活之婚姻目的，任何人居此情狀，均將喪失維繫家庭之意願，因此原告請求法院判決離婚。,2,0,9
3125,"ILDV,109,婚,74,20201118,1",原告主張：被告于民國83年結婚，婚後同住宜蘭縣，並育有1名子女林鈺，現已成年，然因被告賭博惡習，致雙方感情破裂，原告自102年即搬離上址，雙方分居迄今僅因子女的事情方有互動，被告不會關心原告，過年過節時，亦是透過子女聯繫回去過節等情。綜上情節，顯見被告實已無共同經營婚姻之意願，實已無法維持共同生活，雙方婚姻已生破綻而無回復之希望，而被告于此重大事由中，系屬應負責任者，因此請求法院判決離婚。,2,0,9
3126,"ILDV,109,婚,70,20210112,1",原告主張：被告為大陸地區人民，雙方因網路聊天認識，而於民國90年在大陸地區登記結婚，數日後被告至臺灣共同生活，嗣被告吵著要錢、埋怨生活環境不佳及因原告領有身心障礙手冊，二周後即離家出走，爾後去向不明音訊全無，顯系惡意遺棄原告，現仍在繼續狀態之中，而雙方婚姻有名無實，期間已曆19年，亦堪認婚姻存有破綻而無法回復，因此請求法院判決離婚。,1,5,3
3127,"ILDV,109,婚,69,20210203,1",原告主張：被告于民國108年結婚，並于同年7月9日申請結婚登記，被告于同年6月23日來台，與原告同住宜蘭縣住宜蘭縣生活，然被告稱要回去大陸地區處理家事，即于同年8月19日出境，迄今未再來台，且音訊全無，亦未盡夫妻任何義務。綜上情節，顯見被告已惡意遺棄原告于繼續狀態中，並顯見被告實已無共同經營婚姻之意願，實已無法維持共同生活，雙方婚姻已生破綻而無回復之希望，而被告于此重大事由中，系屬應負責任者，因此請求法院判決離婚。,1,5,3
3128,"ILDV,109,婚,57,20210203,1",原告主張：被告為越南國人，雙方於民國93年結婚並于同年月27日申請結婚登記，嗣被告入境來台，與原告同住于宜蘭縣。被告于93年11月30日出境返回越南，迄今逾10年未曾與原告聯絡，顯系惡意遺棄原告繼續狀態中，且被告實已無共同經營婚姻之意願，實已無法維持共同生活，雙方婚姻已生破綻而無回復之希望，而被告于此重大事由中，系屬應負責任者，因此請求法院判決離婚。,1,5,3
3129,"ILDV,109,婚,53,20210114,1",原告主張：被告為大陸人士，雙方于91年結婚，並于同年9月2日申請登記，婚後被告兩次來台，均曾與原告同住宜蘭縣約4星期或幾天，之後即前往臺北工作。被告于93年申請團聚來台，因面談不通過，遭內政部移民署拒絕其入境並註銷入出境許可證後，兩人雖偶爾使用電話聯絡，惟約於半年後，因被告寄送離婚資料予原告，雙方經以電話與被告確認其已經再婚，之後被告即未再與原告聯絡，並更換電話，導致原告無法再聯繫上被告。綜上，雙方間有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
3130,"ILDV,109,婚,42,20200813,1",原告主張：被告為越南國人，於民國101年返回越南，雙方於102年在越南太原省結婚，並於104年在臺灣申請結婚登記，雖被告曾因從事與申請來台居留目的不符之活動及非法工作情事，遭內政部移民署禁止被告入境6年，期限至107年，然被告自解除入境管制迄今，卻未曾來台與原告相處，亦未負擔家庭生活費用等情。綜上情節，被告是惡意遺棄原告在繼續狀態中，並顯見被告實已無共同經營婚姻之意願，實已無法維持共同生活，雙方婚姻已生破綻而無回復之希望，而被告于此重大事由中，系屬應負責任者，因此請求法院判決離婚。,2,0,9
3131,"ILDV,109,婚,39,20201006,1",原告主張：被告于民國107年結婚，嗣於108年在宜蘭縣壯圍鄉戶政事務所辦理結婚登記，約訂婚後來台以原告住所為兩人之共同住所，被告嗣于108年6月6日入境臺灣與原告同住在宜蘭縣長約50年，未料被告于108年6月21日晚間藉故前往侄女住處居住後，即不願返回雙方同居之處所，經協調于同年6月30日返回住所宴客後，再于同年7月5日以送父親返回越南為由出門，之後即無故離家，迄今未歸，原告于108年前往移民署宜蘭縣專勤隊報案辦理失蹤登記，再於109年接獲通知已尋獲被告，然被告拒絕提供聯絡位址、電話，亦拒絕返回宜蘭住所同居，顯已惡意遺棄原告，因此請求法院判決離婚。,1,5,3
3132,"ILDV,109,婚,34,20200701,1",原告主張：被告于民國83年結婚，婚後同住宜蘭縣，並育有子女各一，現均已成年，其時長女出生後，被告尚有工作，然因被告成長環境致其不肯努力踏踏實實工作，想投資致富成為董事長，工作時有時無，原告將房貸的錢交由被告繳納，但被告均未將金錢作為繳納貸款之用，導致住屋遭法院查封法拍，又因住屋登記所有權人為原告，遂成為冬山鄉農會債務人，迄今仍無力清償債務，致原告名譽受損，且被告藉詞工作忙碌，時常夜不歸戶，進而於90年後至100年間離家出走，數年未歸，被告偶爾返家即向原告追索金錢，聲稱投資，卻又不曾拿錢回家照顧家庭及子女，子女成長照顧全仰賴原告，因此請求法院判決離婚。原告及子女恐懼受暴力脅迫，遂將戶口遷至花蓮縣原告父親戶籍內，並於房屋遭查封之前1日搬離，故雙方已於103年分居迄今無聯絡。而結婚之目的在於建立幸福之家庭，幸福家庭有賴於夫妻雙方和諧建立及維持，因此請求法院判決離婚。,2,0,9
3133,"ILDV,109,婚,29,20200612,1",原告主張：雙方於民國81年結婚，婚後共同收養長子呂明哲，現已成年。婚後雖有爭吵但感情尚稱和睦，惟被告于100年因金錢細故與原告爭吵而毆打原告成傷，隨即離家出走未歸，更于同年9月14日將戶籍遷往新北市，之後即未曾回家，且對原告父子之生活未曾聞問，惡意遺棄原告達8年之久，且仍在繼續狀態中。因此請求法院判決離婚。,2,0,9
3134,"ILDV,109,婚,22,20200617,1",原告主張：雙方相處情形清楚，5年前原告去台大醫院開心臟手術，後來回家休養，雙方就沒有住處，被告也沒有來探望原告及孩子，或給付他們母子生活費，被告在外面也欠了很多錢，這些都是由原告承擔，他們母子生活費都是由原告獨立負擔，被告都不聞不問，被告以前在銀行上班也有盜用原告家人帳戶的存款，雙方目前都沒有任何來往。另外，有個兒子也有偷原告家人帳戶的存款，雙方目前都沒有任何來往。另外，有個兒子也有偷原告家人帳戶的存款，雙方目前都沒有任何來往。,1,5,3
3135,"ILDV,109,婚,19,20200910,1",原告主張：被告于民國93年結婚，並於94年8月3日申請登記，雙方約訂婚後共同住所在宜蘭縣。婚後數月，被告于94年入境，並與原告至工作地點梨山居住2、3個月，嗣被告于94年間某日開始來往宜蘭與居住在臺北之胞妹住所1、2次，爾後被告離家至臺北與其胞妹同住，雙方仍陸續以電話聯繫，然最後1次電話聯繫系99年、100年左右，此後即未再聯繫，原告亦無被告消息，原告至內政部移民署找尋被告，其告知被告已出境等情。綜上情節，顯見被告實已無共同經營婚姻之意願，實已無法維持共同生活，雙方婚姻已生破綻而無回復之希望，而被告于此重大事由中，系屬應負責任者，因此請求法院判決離婚。,2,0,9
3136,"ILDV,109,婚,18,20200910,1",原告主張：被告于民國92年結婚，並於92年申請結婚登記，兩人計畫婚後共同住所地為原告戶籍地宜蘭縣，嗣被告于92年來台後，與原告因工作關係同住在高雄。豈料被告來台甫滿1月，即稱要去找朋友便離開，之後被告因在台逾期停留，且從事與許可目的不符之工作，而於106年遭內政部移民署強制出境，迄今未再來台，原告曾致電至大陸地區找尋被告，仍無法找到被告，迄今無被告消息。綜上情節，顯見被告已惡意遺棄原告于繼續狀態中，並顯見被告實已無共同經營婚姻之意願，實已無法維持共同生活，雙方婚姻已生破綻而無回復之希望，而被告于此重大事由中，系屬應負責任者，因此請求法院判決離婚。,1,5,3
3137,"ILDV,109,婚,16,20200505,1",原告主張：被告于民國106年結婚，婚後雙方原租屋于宜蘭縣同住，被告戶籍仍繼續設在南澳鄉，雙方因此失去聯絡，嗣原告于107年12月間搬離上揭租屋處。之後即於107年搬離上揭租屋處。之後又搬離上揭租屋處。之後又搬離雙方同居處所後，對原告不聞不問，且不關心原告生活狀況，亦未負擔任何家用，顯見被告已惡意遺棄原告于繼續狀態中，且雙方之婚姻顯有難以維持之重大事由，因此請求法院判決離婚。,2,0,9
3138,"ILDV,108,婚,99,20200116,1",原告主張：雙方於民國81年結婚，育有子女，並曾向原告提出離婚協議書，原告當時因子女還在就學，想讓子女有平靜的就學生活，因而不願意簽名，然被告自99年離家後，即未再返家與原告同住，亦未負擔子女之扶養義務，原告曾嘗試以電話或透過子女的方式聯絡被告，但被告均不回應，迄今逾10年余，被告顯無維持婚姻之意願，堪認雙方婚姻已生破綻而無回復之希望，客觀上婚姻已難以維持，而有難以維持婚姻之重大事由，因此請求法院判決離婚。,2,0,9
3139,"ILDV,108,婚,93,20200131,1",原告主張：雙方前有婚姻關係，於婚姻關係存續中，被告乙經常無故外出晚歸，亦不肯交代其行蹤，經調查後，被告乙始自承與訴外人合意性交，乙無視夫妻應互負忠貞之義務致原告丙備感難堪，無法繼續維持婚姻關係，雙方因此於民國105年調解離婚，原告丙並對渠等提起通姦罪之告訴，然因念於過去情感而對被告乙撤回告訴。嗣後，被告乙為求得原家庭之諒解，欲照料原告丙及當時兩名仍未成年之兒子之生活起居，幾經相處後雙方再重婚，然婚後被告乙再度無故外出晚歸，亦不肯交代行蹤，原告丙雖已預料被告乙恐有不貞之舉，然為求家庭圓滿且亦無相當事證僅能一再容忍，直到108年8月25日淩晨，得知被告乙手機畫面停留在通訊軟體line之頁面，竟與年籍不明line帳號為「金承恩」之男子有「讓我長驅直被告與被告之間發生了爭執，原告請求法院判決離婚，並於公開網頁上張貼原告不顧家之形象，致原告之名譽受有重大打擊，上開種種行徑均加劇原告之精神痛苦及憂鬱症狀，顯見導致雙方婚姻無法維繫系肇因于被告之行為所致，原告並無過失，原告請求法院判決離婚。,1,2,1
3140,"ILDV,108,婚,88,20191231,1",原告主張：被告甲與被告乙于民國60年結婚，婚後雙方原同住于宜蘭縣，惟被告于雙方婚後並未負擔家中經濟，均是原告工作賺錢扶助雙方子女，且被告在外積欠債務，致原告工作所得尚需幫忙被告還債，另被告婚後外遇不斷，已經二、三十年沒有回家過夜居住，期間僅早晚返家向祖先上香短暫停留即複離去，雙方空有夫妻之名而無夫妻之實，甚且被告近來複在外積欠債務2、3百萬元，並約於108年8月間不復早早返家向祖先上香且失去音訊迄今，因此原告請求法院判決離婚。,2,0,9
3141,"ILDV,108,婚,77,20200211,1",原告主張：被告于106年在大陸地區海南省海口市民政局登記結婚，並于同年7月25日申請登記。被告于同年7月22日來台與原告同住在宜蘭縣，一個月後，被告不良習性逐漸顯露，其行事草率、自以為是、亂發脾氣、目無尊長及不知勤儉持家，更歧視原告為身心障礙者，日夜以通訊軟體微信與同為結婚來台之大陸地區海南省同鄉友人聊天。之後，被告一再向原告稱思念家鄉，希冀返回大陸地區海南省娘家過農曆新年，農曆年後即返台與原告團圓云云，因此請求法院判決離婚。原告于107年即被告預定返台之前一日，原告以電話與被告聯繫返台時將前往臺灣桃園機場接機事宜。豈料，被告接聽電話時稱已不願返回臺灣，旋于同年3月9日，向中國海南省萬寧市人民法院提起與原告離婚訴訟，其上開所為，顯無來台與原告共營夫妻生活之意願，而有以惡意遺棄原告在繼續狀態中。再被告于雙方結婚後，雖曾來台與原告同居，然於107年藉返回大陸地區過農曆新年之故返回海南省後，無正當理由而拒絕返回雙方上開住所與原告同居，複于107年向中國海南省萬寧市法院提起與原告離婚訴訟，足見被告主觀上已無維持婚姻之意願，且雙方間已無夫妻感情可言。因此請求法院判決離婚。,2,0,9
3142,"ILDV,108,婚,73,20200512,1",原告主張：被告與越南國民之被告陳碧玉（tranthibichngoc）於民國106年結婚，嗣於107年來台與原告同住于宜蘭縣，然被告突于107年即不告而別逕自返回越南，並于返回越南後打電話告知不願再來台之意思，嗣後原告數次打電話予被告，均未獲被告回應，迄今仍無被告音訊，足認被告應無意願與原告維繫婚姻關係。因此請求法院判決離婚。,1,5,3
3143,"ILDV,108,婚,67,20200130,1",原告主張：被告于民國83年結婚，於84年辦理結婚登記，婚後被告雖于84年來台共同生活在宜蘭縣，然被告于85年6月8日出境返回大陸地區，爾後曾於86年5月14日、87年6月4日、90年8月1日及94年分別來台4次，每次僅停留3個月至半年不等，因此請求法院判決離婚。,2,0,9
3144,"ILDV,108,婚,58,20191226,1",原告主張：被告即印尼國之國民邱麗仙（novitahiu）於民國102年結婚，102年完成登記，婚後被告來台與原告同住于宜蘭縣，然被告于107年未再返家，顯見被告已惡意遺棄原告于繼續狀態中，因此請求法院判決離婚。,1,5,3
3145,"ILDV,108,婚,54,20190910,1",原告主張：被告乙（tranngocdiem）於民國106年結婚，並於107年申請登記。當時原告透過仲介去越南，迎娶花了新臺幣50幾萬元，是原告母親幫忙匯款，當時是匯給介紹人陳文明，當天大概有3個臺灣男子到場與對方10名越南女子見面，是被告先表示要選原告，被告過來臺灣後同住于宜蘭縣，有發生性行為，大約1個禮拜1次，雙方也有去逛夜市買東西，大約1個月之後清明節那天，原告母親問被告要不要一起去掃墓，被告說不要，原告在上班，原告母親打電話給原告說被告行李跟人不見了，原告有去通報移民署，移民署已限制出境，被告于107年離家出後不知去向，顯見被告已惡意遺棄原告于繼續狀態中，因此請求法院判決離婚。,1,5,3
3146,"ILDV,108,婚,53,20191113,1",原告主張：被告乙與越南國國民之被告甲（tranthingocgiau）於民國106年結婚，於107年申請登記，婚後被告曾來台與原告同住于宜蘭縣，並去原告姐姐那邊幫忙，原告與被告結婚花了30萬元左右，雙方語言不通，後來介紹人通知說被告父親病危，雙方於107年同去越南探視被告父親，但原告沒有看到被告父親，嗣于同年月17日被告要原告先返回臺灣，聲稱待其父親好轉會自己返台，原告回台後多次打電話被告都不接，line訊息也有讀不回，因此請求法院判決離婚。,1,5,3
3147,"ILDV,108,婚,44,20190930,1",原告主張：雙方於民國80年結婚，婚後共同生活于宜蘭縣，被告脾氣暴躁、性情古怪、懶惰愛享受、不工作只愛錢，原告于84年開始經銷羊乳配送工作，所有收入全歸被告管理至102年，另被告協助管理帳冊至106年，期間被告只負責在家帶孩子、接電話及作帳，拒絕協助其他業務以提高收入，卻曾為營業收入不敷家用，而常與原告爭吵，並以男人沒有用等難聽之話語羞辱原告，更常半夜吵著要離婚，且家裡大小事均要聽被告的，若雙方有因故發生爭吵，被告便不管孩子、不做家務、不管理帳務、不接聽電話、不製作羊乳出貨單等，另有趕走女性配送員工，逼迫原告去送羊奶之情事。因此請求法院判決離婚。被告自12年前分房睡迄今，少有親密行為，一旦有親密行為時，原告屢遭被告言語羞辱，且被告曾于拒絕原告親密行為時，夜半跑出家門在戶外咆哮嘯，是被告所施加之精神虐待，已令原告身心俱疲，客觀上已逾夫妻通常可忍受之程度，危及婚姻關係之維繫，足認原告受有被告不堪同居虐待至明。另外，雙方自12年前分房而眠後，夫妻之名名存實亡，實已無法達成實質夫妻生活之婚姻目的，雙方婚姻顯生破綻，業已構成無法維持婚姻之重大事由，且此一事由系可歸責于被告，因此請求法院判決離婚。,1,3,2
3148,"ILDV,108,婚,4,20190321,1",原告主張：雙方於民國100年結婚，婚後同住宜蘭縣南澳鄉新溪路49號，惟被告自107年無故離家後，迄今音訊全無，亦未返家同住，顯有惡意遺棄原告于繼續狀態中，因此請求法院判決離婚。,1,5,3
3149,"ILDV,108,婚,33,20190730,1",原告主張：被告乙與被告甲于民國100年結婚，雙方結婚後開始住在臺北，五、六年前始搬回礁溪戶籍址即宜蘭縣與原告父母親及兄長共同生活，惟雙方於上開戶籍址共同生活約一年多被告即不告而別，且因被告封鎖原告，致聯絡不上被告，但被告曾主動聯絡並表示因雙方個性不合，故請求被告回家。因此，綜上情節，顯見被告已惡意遺棄原告于繼續狀態中，且被告已離家多年並於1年多前失去音訊迄今，是雙方之婚姻顯有難以維持之重大事由，因此請求法院判決離婚。,2,0,9
3150,"ILDV,108,婚,30,20190910,1",原告主張：被告與泰國國民之被告詹瑞達（kritsadachanprakhon）於民國105年結婚，並於105年申請登記。雙方是透過原告兒子同學的母親認識，當時被告有來臺灣工作，在臺灣已經很久，雙方並不是假結婚，但是因為來臺灣許多次，仍然無法拿到臺灣居留證，生氣了就不打算回來，從去年（107年）離開家到現在都沒有再跟原告聯絡，也沒有寄錢回來，對原告不聞不問，打電話也不接，也不回電，因此請求法院判決離婚。,1,5,3
3151,"ILDV,108,婚,21,20190723,1",原告主張：被告于民國106年結婚，沒有舉辦結婚儀式，僅辦理結婚登記，婚後雙方曾短暫同住于宜蘭縣，嗣因被告稱大陸地區工作薪資較高，乃於106年出境至大陸地區工作，原告曾于106年11月13至16日與原告兄長一同至大陸地區探視被告乙次，之後原告再聯絡被告並希望被告清償于婚後一、二天即向原告借貸新臺幣10萬元，被告即不太接原告之電話，後來乾脆不接聽電話且不回復訊息，又雖被告前于電話中曾表示清償原告借款後就辦理離婚，然被告迄未依約返台辦理離婚，且至今僅返還原告人民幣5仟元，另因被告失聯，故原告無從得知其後續入境情形等情，綜上情節，顯見被告已惡意遺棄原告于繼續狀態中，且被告至大陸地區工作後未及一年即失聯，迄今一年多沒有音訊，因此請求法院判決離婚。,1,5,3
3152,"ILDV,108,婚,15,20191017,1",原告主張：被告（原系大陸地區人士，嗣已取得我國國籍）於民國83年結婚，同年8月1日申請結婚登記，婚後同住戶籍地即宜蘭縣，雙方相互約定陪伴終老，嗣于106年間原告生病，被告表示自己年紀已逾六旬，無力照顧原告，繼于107年以辦理事情為由，出境返回大陸地區，並承諾3個月後返台，惟被告自此未再來台與原告同住，期間原告亦曾以電話聯繫被告，被告均未接聽，被告曾寫信告知其與被告女兒同住，但不知位址，而考慮被告在大陸地區曾任職公家單位課長，不可能不識字，其應該是蓄意不提供地址。綜上情節，顯見被告已惡意遺棄原告于繼續狀態中，因此請求法院判決離婚。,1,5,3
